,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
219,2018-11-06,22.69,72.13,2.23013698630137,50,0,0.8438356164383561,1.3863013698630136,-0.014315454380357195,0.11698916021526795,0.13250875378927873,22.159638197185217,22.0148552968972
220,2018-11-07,23.39,72.07,2.23013698630137,50,0,0.8465753424657534,1.3835616438356164,-0.0008321775792312636,0.11731484584581599,0.1325186394571042,22.099880554230126,21.192178669710575
221,2018-11-08,22.66,70.65,2.23013698630137,50,0,0.8493150684931506,1.3808219178082193,-0.01989975980581349,0.11550606794755652,0.1325283969651521,20.692627805213817,20.614660118539053
222,2018-11-09,22.17,70.18,2.23013698630137,50,0,0.852054794520548,1.378082191780822,-0.006674738975466887,0.10873947952778254,0.13253802797279166,20.22767859041103,19.417786075393675
223,2018-11-12,21.94,70.12,2.23013698630137,50,0,0.8602739726027397,1.36986301369863,-0.0008553101020360998,0.10964628180069148,0.1325661782669502,20.167452628486558,18.974839014892215
224,2018-11-13,19.6,65.47,2.23013698630137,50,0,0.863013698630137,1.367123287671233,-0.06861603760003376,0.14896702960726763,0.1325753194418962,15.617059550505914,15.040242125769703
225,2018-11-14,20.26,66.12,2.23013698630137,50,0,0.8657534246575342,1.3643835616438356,0.009879250499824188,0.1530290276841516,0.13258434209709644,16.245418381844445,16.133651523319923
226,2018-11-15,19.58,66.62,2.23013698630137,50,0,0.8684931506849315,1.3616438356164382,0.007533559812709534,0.15135202163194963,0.132593247767332,16.730659267677787,16.228099223283273
227,2018-11-16,19.53,66.76,2.23013698630137,50,0,0.8712328767123287,1.358904109589041,0.0020992660281011766,0.15179436023581963,0.13260203796754597,16.866401062220675,16.213549577096327
228,2018-11-19,19.6,66.79,2.23013698630137,50,0,0.8794520547945206,1.3506849315068492,0.0004492699439104797,0.1510220352006329,0.13262773060526598,16.893896574520987,15.999187472089524
229,2018-11-20,17.32,62.53,2.23013698630137,50,0,0.8821917808219178,1.3479452054794518,-0.06590692715833857,0.1705406173065483,0.1326360736869457,12.810565239153867,12.72974762933949
230,2018-11-21,17.96,63.48,2.23013698630137,50,0,0.8849315068493151,1.3452054794520547,0.01507845407900188,0.17410049136401376,0.13264430858458537,13.70511574603534,13.294032937688849
231,2018-11-22,17.52,62.6,2.23013698630137,50,0,0.8876712328767123,1.3424657534246576,-0.013959617552155912,0.17381617373383904,0.13265243669935683,12.873925370793117,12.514747921593145
232,2018-11-23,15.18,58.8,2.23013698630137,50,0,0.8904109589041096,1.3397260273972602,-0.06262342320147152,0.1844855446228137,0.13266045941431662,9.421841750546442,8.953361994984906
233,2018-11-26,15.5,60.48,2.23013698630137,50,0,0.8986301369863013,1.3315068493150686,0.028170876966696845,0.19172656120222978,0.1326839087240439,10.911430782892396,10.341994982325934
234,2018-11-27,15.03,60.21,2.23013698630137,50,0,0.9013698630136986,1.3287671232876712,-0.004474280394921593,0.17762388410728944,0.13269152331612685,10.665792651332794,9.985999578214269
235,2018-11-28,14.13,58.76,2.23013698630137,50,0,0.9041095890410958,1.3260273972602739,-0.024377100170680066,0.17665172996233877,0.1326990391600214,9.37782010446898,9.119956387799244
236,2018-11-29,14.63,59.51,2.23013698630137,50,0,0.9068493150684932,1.3232876712328765,0.012683014351084765,0.17776481057378996,0.1327064575348936,10.036000004974213,10.01121877736046
237,2018-11-30,14.29,58.71,2.23013698630137,50,0,0.9095890410958904,1.3205479452054794,-0.013534295580666544,0.17677474025118978,0.13271377970336773,9.330573985353958,9.18295414923807
238,2018-12-03,15.27,61.69,2.23013698630137,50,0,0.9178082191780822,1.3123287671232875,0.0495117731454533,0.1921154038795283,0.13273518135297785,12.011694890295708,11.352169037161111
239,2018-12-04,16.01,62.08,2.23013698630137,50,0,0.9205479452054794,1.3095890410958904,0.006302032653415779,0.1757248368618045,0.13274213099867568,12.373316747312977,12.001920015743758
240,2018-12-05,15.74,61.56,2.23013698630137,50,0,0.9232876712328767,1.3068493150684932,-0.008411566904285017,0.17445324814268448,0.1327489905103418,11.888628984121397,11.242144909578364
